class_id,class_name,precision_percent,recall_percent,f1_percent,accuracy_percent,support,predicted_count
0,Strawberry,92.33743286132812,80.85201263427734,86.21388244628906,80.85201263427734,31314,27419
1,Cowpea,98.32261657714844,66.2459945678711,79.1582260131836,66.2459945678711,15927,10731
2,Soybean,96.28217315673828,98.1808090209961,97.22222137451172,98.1808090209961,7201,7343
3,Sorghum,99.83875274658203,99.14598083496094,99.49115753173828,99.14598083496094,3747,3721
4,Water spinach,84.93427276611328,100.0,91.85346984863281,100.0,840,989
5,Watermelon,75.93939208984375,78.9788818359375,77.4293212890625,78.9788818359375,3173,3300
6,Greens,58.1402473449707,91.69892883300781,71.16161346435547,91.69892883300781,4132,6517
7,Trees,79.30401611328125,85.83915710449219,82.44227600097656,85.83915710449219,12584,13621
8,Grass,64.89321899414062,78.39468383789062,71.00785827636719,78.39468383789062,6628,8007
9,Red roof,98.42993927001953,91.12892150878906,94.63882446289062,91.12892150878906,7361,6815
10,Gray roof,56.56704330444336,66.03311157226562,60.93463897705078,66.03311157226562,11838,13819
11,Plastic,52.93146514892578,24.893203735351562,33.861595153808594,24.893203735351562,2575,1211
12,Bare soil,68.46453094482422,44.162357330322266,53.6915283203125,44.162357330322266,6381,4116
13,Road,54.50929260253906,51.68565368652344,53.0599365234375,51.68565368652344,12992,12319
14,Bright object,23.66864013671875,95.59748077392578,37.94308853149414,95.59748077392578,795,3211
15,Water,92.36302947998047,99.97347259521484,96.01768493652344,99.97347259521484,52781,57130
