class_id,class_name,precision_percent,recall_percent,f1_percent,accuracy_percent,support,predicted_count
0,Weeds_1,99.7858657836914,99.4310073852539,99.60812377929688,99.4310073852539,1406,1401
1,Weeds_2,99.69384002685547,99.88497161865234,99.78931427001953,99.88497161865234,2608,2613
2,Fallow,99.78355407714844,100.0,99.89165496826172,100.0,1383,1386
3,Fallow_rough_plow,97.88945007324219,99.79508209228516,98.83307647705078,99.79508209228516,976,995
4,Fallow_smooth,99.83844757080078,98.93276977539062,99.383544921875,98.93276977539062,1874,1857
5,Stubble,100.0,100.0,100.0,100.0,2771,2771
6,Celery,100.0,100.0,100.0,100.0,2505,2505
7,Grapes_untrained,99.30754852294922,74.52471160888672,85.14952087402344,74.52471160888672,7890,5921
8,Soil_vinyard_develop,100.0,99.49331665039062,99.74601745605469,99.49331665039062,4342,4320
9,Corn_Weeds,98.03166198730469,99.86922454833984,98.94190979003906,99.86922454833984,2294,2337
10,Lettuce_4wk,100.0,100.0,100.0,100.0,747,747
11,Lettuce_5wk,100.0,99.77761840820312,99.88867950439453,99.77761840820312,1349,1346
12,Lettuce_6wk,99.843505859375,99.53197479248047,99.6875,99.53197479248047,641,639
13,Lettuce_7wk,99.73368835449219,100.0,99.86666107177734,100.0,749,751
14,Vinyard_untrained,71.73326110839844,99.17436981201172,83.2508316040039,99.17436981201172,5087,7033
